Number,Date.Received.at.MDU,Farm,Batch,MDU.ID,Serotype,o_antigen,Phage.type,R.type,MLVA.Aus,SARDI.ID,Date.collected,Shed.and.pen,Type.of.shelter,Number.in.pen,age,Sample.type..i.,Sample.type.ii,Sample.type.iii,Indication,age2,
609,7/30/13,SA2,1,13-14843,nt,,nt,nt,nt,FS13-2146.2,7/11/13,W4 downstairs,conventional,20-30,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
610,7/30/13,SA2,1,13-14844,nt,,nt,nt,nt,FS13-2146.3,7/11/13,W4 downstairs,conventional,20-30,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
611,7/30/13,SA2,1,13-14845,nt,,nt,nt,nt,FS13-2146.4,7/11/13,W4 downstairs,conventional,20-30,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
612,7/30/13,SA2,1,13-14846,nt,,nt,nt,nt,FS13-2146.5,7/11/13,W4 downstairs,conventional,20-30,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
613,7/30/13,SA2,1,13-14847,nt,,nt,nt,nt,FS13-2146.6,7/11/13,W4 downstairs,conventional,20-30,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
614,7/30/13,SA2,1,13-14848,nt,,nt,nt,nt,FS13-2146.7,7/11/13,W4 downstairs,conventional,20-30,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
615,7/30/13,SA2,1,13-14849,nt,,nt,nt,nt,FS13-2146.8,7/11/13,W4 downstairs,conventional,20-30,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
616,7/30/13,SA2,1,13-14850,nt,,nt,nt,nt,FS13-2146.9,7/11/13,W4 downstairs,conventional,20-30,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
617,7/30/13,SA2,1,13-14851,nt,,nt,nt,nt,FS13-2146.10,7/11/13,W4 downstairs,conventional,20-30,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
618,7/30/13,SA2,1,13-14852,mSTm,,193,ASTCSu,04-14-13-00-490,FS13-2148.1,7/11/13,Upstairs,conventional,20-Oct,8-10wk ,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",10-Aug,
619,7/30/13,SA2,1,13-14853,nt,,nt,nt,nt,FS13-2148.2,7/11/13,Upstairs,conventional,20-Oct,8-10wk ,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",10-Aug,
620,7/30/13,SA2,1,13-14854,nt,,nt,nt,nt,FS13-2148.3,7/11/13,Upstairs,conventional,20-Oct,8-10wk ,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",10-Aug,
621,7/30/13,SA2,1,13-14855,nt,,nt,nt,nt,FS13-2148.4,7/11/13,Upstairs,conventional,20-Oct,8-10wk ,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",10-Aug,
622,7/30/13,SA2,1,13-14856,nt,,nt,nt,nt,FS13-2148.5,7/11/13,Upstairs,conventional,20-Oct,8-10wk ,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",10-Aug,
623,7/30/13,SA2,1,13-14857,nt,,nt,nt,nt,FS13-2148.6,7/11/13,Upstairs,conventional,20-Oct,8-10wk ,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",10-Aug,
624,7/30/13,SA2,1,13-14858,nt,,nt,nt,nt,FS13-2148.7,7/11/13,Upstairs,conventional,20-Oct,8-10wk ,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",10-Aug,
625,7/30/13,SA2,1,13-14859,nt,,nt,nt,nt,FS13-2148.8,7/11/13,Upstairs,conventional,20-Oct,8-10wk ,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",10-Aug,
626,7/30/13,SA2,1,13-14860,nt,,nt,nt,nt,FS13-2148.9,7/11/13,Upstairs,conventional,20-Oct,8-10wk ,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",10-Aug,
627,7/30/13,SA2,1,13-14861,nt,,nt,nt,nt,FS13-2148.10,7/11/13,Upstairs,conventional,20-Oct,8-10wk ,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",10-Aug,
628,7/12/13,VIC3,1,13-13434,S. Infantis,,n/a,A,n/a,FS13-1881.1,6/20/13,Sick bay 1,deep bed,20-Oct,Pre-wean,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Pre-wean,
629,7/12/13,VIC3,1,13-13435,H=r,,n/a,nt,n/a,FS13-1881.2,6/20/13,Sick bay 1,deep bed,20-Oct,Pre-wean,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Pre-wean,
630,7/12/13,VIC3,1,13-13436,H=r,,n/a,nt,n/a,FS13-1881.3,6/20/13,Sick bay 1,deep bed,20-Oct,Pre-wean,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Pre-wean,
631,7/12/13,VIC3,1,13-13437,H=r,,n/a,nt,n/a,FS13-1881.4,6/20/13,Sick bay 1,deep bed,20-Oct,Pre-wean,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Pre-wean,
632,7/12/13,VIC3,1,13-13438,H=r,,n/a,nt,n/a,FS13-1881.5,6/20/13,Sick bay 1,deep bed,20-Oct,Pre-wean,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Pre-wean,
633,7/12/13,VIC3,1,13-13439,H=r,,n/a,nt,n/a,FS13-1881.6,6/20/13,Sick bay 1,deep bed,20-Oct,Pre-wean,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Pre-wean,
634,7/12/13,VIC3,1,13-13440,H=r,,n/a,nt,n/a,FS13-1881.7,6/20/13,Sick bay 1,deep bed,20-Oct,Pre-wean,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Pre-wean,
635,7/12/13,VIC3,1,13-13441,H=r,,n/a,nt,n/a,FS13-1881.8,6/20/13,Sick bay 1,deep bed,20-Oct,Pre-wean,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Pre-wean,
636,7/12/13,VIC3,1,13-13442,H=r,,n/a,nt,n/a,FS13-1881.9,6/20/13,Sick bay 1,deep bed,20-Oct,Pre-wean,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Pre-wean,
637,7/12/13,VIC3,1,13-13443,H=r,,n/a,nt,n/a,FS13-1881.10,6/20/13,Sick bay 1,deep bed,20-Oct,Pre-wean,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Pre-wean,
638,7/12/13,VIC3,1,13-13444,mSTm,,193,ASTK,04-15-11-00-490,FS13-1885.1,6/20/13,Sick bay 2,deep bed,20-Oct,Weaner,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Weaner,
639,7/12/13,VIC3,1,13-13445,nt,,nt,nt,nt,FS13-1885.2,6/20/13,Sick bay 2,deep bed,20-Oct,Weaner,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Weaner,
640,7/12/13,VIC3,1,13-13446,nt,,nt,nt,nt,FS13-1885.3,6/20/13,Sick bay 2,deep bed,20-Oct,Weaner,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Weaner,
641,7/12/13,VIC3,1,13-13447,nt,,nt,nt,nt,FS13-1885.4,6/20/13,Sick bay 2,deep bed,20-Oct,Weaner,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Weaner,
642,7/12/13,VIC3,1,13-13448,nt,,nt,nt,nt,FS13-1885.5,6/20/13,Sick bay 2,deep bed,20-Oct,Weaner,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Weaner,
643,7/12/13,VIC3,1,13-13449,nt,,nt,nt,nt,FS13-1885.6,6/20/13,Sick bay 2,deep bed,20-Oct,Weaner,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Weaner,
644,7/12/13,VIC3,1,13-13450,nt,,nt,nt,nt,FS13-1885.7,6/20/13,Sick bay 2,deep bed,20-Oct,Weaner,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Weaner,
645,7/12/13,VIC3,1,13-13451,nt,,nt,nt,nt,FS13-1885.8,6/20/13,Sick bay 2,deep bed,20-Oct,Weaner,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Weaner,
646,7/12/13,VIC3,1,13-13452,nt,,nt,nt,nt,FS13-1885.9,6/20/13,Sick bay 2,deep bed,20-Oct,Weaner,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Weaner,
647,7/12/13,VIC3,1,13-13453,nt,,nt,nt,nt,FS13-1885.10,6/20/13,Sick bay 2,deep bed,20-Oct,Weaner,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",Weaner,
648,7/12/13,VIC3,1,13-13454,mSTm,,193,AST,04-15-11-00-490,FS13-1890.1,6/20/13,Eco 5,deep bed,300,7wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",7,
649,7/12/13,VIC3,1,13-13455,nt,,nt,nt,nt,FS13-1890.2,6/20/13,Eco 5,deep bed,300,7wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",7,
650,7/12/13,VIC3,1,13-13456,nt,,nt,nt,nt,FS13-1890.3,6/20/13,Eco 5,deep bed,300,7wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",7,
651,7/12/13,VIC3,1,13-13457,nt,,nt,nt,nt,FS13-1890.4,6/20/13,Eco 5,deep bed,300,7wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",7,
652,7/12/13,VIC3,1,13-13458,nt,,nt,nt,nt,FS13-1890.5,6/20/13,Eco 5,deep bed,300,7wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",7,
653,7/12/13,VIC3,1,13-13459,nt,,nt,nt,nt,FS13-1890.6,6/20/13,Eco 5,deep bed,300,7wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",7,
654,7/12/13,VIC3,1,13-13460,nt,,nt,nt,nt,FS13-1890.7,6/20/13,Eco 5,deep bed,300,7wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",7,
655,7/12/13,VIC3,1,13-13461,nt,,nt,nt,nt,FS13-1890.8,6/20/13,Eco 5,deep bed,300,7wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",7,
656,7/12/13,VIC3,1,13-13462,nt,,nt,nt,nt,FS13-1890.9,6/20/13,Eco 5,deep bed,300,7wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",7,
657,7/12/13,VIC3,1,13-13463,nt,,nt,nt,nt,FS13-1890.10,6/20/13,Eco 5,deep bed,300,7wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",7,
658,7/12/13,VIC3,1,13-13464,mSTm,,193,ASTSuTmKSp,04-14-11-00-490,FS13-1894.1,6/20/13,Eco 4,deep bed,300,8wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",8,
659,7/12/13,VIC3,1,13-13465,nt,,nt,nt,nt,FS13-1894.2,6/20/13,Eco 4,deep bed,300,8wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",8,
660,7/12/13,VIC3,1,13-13466,nt,,nt,nt,nt,FS13-1894.3,6/20/13,Eco 4,deep bed,300,8wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",8,
661,7/12/13,VIC3,1,13-13467,nt,,nt,nt,nt,FS13-1894.4,6/20/13,Eco 4,deep bed,300,8wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",8,
662,7/12/13,VIC3,1,13-13468,nt,,nt,nt,nt,FS13-1894.5,6/20/13,Eco 4,deep bed,300,8wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",8,
663,7/12/13,VIC3,1,13-13469,nt,,nt,nt,nt,FS13-1894.6,6/20/13,Eco 4,deep bed,300,8wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",8,
664,7/12/13,VIC3,1,13-13470,nt,,nt,nt,nt,FS13-1894.7,6/20/13,Eco 4,deep bed,300,8wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",8,
665,7/12/13,VIC3,1,13-13471,nt,,nt,nt,nt,FS13-1894.8,6/20/13,Eco 4,deep bed,300,8wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",8,
666,7/12/13,VIC3,1,13-13472,nt,,nt,nt,nt,FS13-1894.9,6/20/13,Eco 4,deep bed,300,8wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",8,
667,7/12/13,VIC3,1,13-13473,nt,,nt,nt,nt,FS13-1894.10,6/20/13,Eco 4,deep bed,300,8wk,faecal,pooled,5,Previous study isolation mSTm,8,
668,8/27/13,VIC3,2,13-16869,S. Infantis,,n/a,sensitve,n/a,FS13-2621.1,8/3/13,NA,deep bed,150,15wk,faecal,pooled,5,Previous study isolation mSTm,15,
669,8/27/13,VIC3,2,13-16870,H=poly6,,n/a,nt,n/a,FS13-2621.2,8/3/13,NA,deep bed,150,15wk,faecal,pooled,5,Previous study isolation mSTm,15,
670,8/27/13,VIC3,2,13-16871,H=poly6,,n/a,nt,n/a,FS13-2621.3,8/3/13,NA,deep bed,150,15wk,faecal,pooled,5,Previous study isolation mSTm,15,
671,8/27/13,VIC3,2,13-16872,H=poly6,,n/a,nt,n/a,FS13-2621.4,8/3/13,NA,deep bed,150,15wk,faecal,pooled,5,Previous study isolation mSTm,15,
672,8/27/13,VIC3,2,13-16873,H=r,,n/a,nt,n/a,FS13-2621.5,8/3/13,NA,deep bed,150,15wk,faecal,pooled,5,Previous study isolation mSTm,15,
673,8/27/13,VIC3,2,13-16874,mSTm,"4,12:i:-",193,ASTCSuTmSp,04-15-11-00-490,FS13-2624.1,8/3/13,NA,deep bed,300,8wk,faecal,pooled,5,Previous study isolation mSTm,8,
674,8/27/13,VIC3,2,13-16875,nt,,nt,nt,nt,FS13-2624.2,8/3/13,NA,deep bed,300,8wk,faecal,pooled,5,Previous study isolation mSTm,8,
675,8/27/13,VIC3,2,13-16876,nt,,nt,nt,nt,FS13-2624.3,8/3/13,NA,deep bed,300,8wk,faecal,pooled,5,Previous study isolation mSTm,8,
676,8/27/13,VIC3,2,13-16877,nt,,nt,nt,nt,FS13-2624.4,8/3/13,NA,deep bed,300,8wk,faecal,pooled,5,Previous study isolation mSTm,8,
677,8/27/13,VIC3,2,13-16878,nt,,nt,nt,nt,FS13-2624.5,8/3/13,NA,deep bed,300,8wk,faecal,pooled,5,Previous study isolation mSTm,8,
678,8/27/13,VIC3,2,13-16879,mSTm,"4,5,12:i:-",193,ASTCSuTmSp,04-15-11-00-490,FS13-2625.1,8/3/13,NA,deep bed,300,7wk,faecal,pooled,5,Previous study isolation mSTm,7,
679,8/27/13,VIC3,2,13-16880,nt,,nt,nt,nt,FS13-2625.2,8/3/13,NA,deep bed,300,7wk,faecal,pooled,5,Previous study isolation mSTm,7,
680,8/27/13,VIC3,2,13-16881,nt,,nt,nt,nt,FS13-2625.3,8/3/13,NA,deep bed,300,7wk,faecal,pooled,5,Previous study isolation mSTm,7,
681,8/27/13,VIC3,2,13-16882,nt,,nt,nt,nt,FS13-2625.4,8/3/13,NA,deep bed,300,7wk,faecal,pooled,5,Previous study isolation mSTm,7,
682,8/27/13,VIC3,2,13-16883,nt,,nt,nt,nt,FS13-2625.5,8/3/13,NA,deep bed,300,7wk,faecal,pooled,5,Previous study isolation mSTm,7,
683,8/27/13,VIC3,2,13-16884,S. Infantis,,n/a,sensitve,n/a,FS13-2626.1,8/3/13,NA,deep bed,150,15wk,faecal,pooled,5,Previous study isolation mSTm,15,
684,8/27/13,VIC3,2,13-16885,H=r,,n/a,nt,n/a,FS13-2626.2,8/3/13,NA,deep bed,150,15wk,faecal,pooled,5,Previous study isolation mSTm,15,
685,8/27/13,VIC3,2,13-16886,H=poly6,,n/a,nt,n/a,FS13-2626.3,8/3/13,NA,deep bed,150,15wk,faecal,pooled,5,Previous study isolation mSTm,15,
686,8/27/13,VIC3,2,13-16887,H=poly6,,n/a,nt,n/a,FS13-2626.4,8/3/13,NA,deep bed,150,15wk,faecal,pooled,5,Previous study isolation mSTm,15,
687,8/27/13,VIC3,2,13-16888,H=r,,n/a,nt,n/a,FS13-2626.5,8/3/13,NA,deep bed,150,15wk,faecal,pooled,5,Previous study isolation mSTm,15,
688,8/27/13,VIC3,2,13-16889,mSTm,"4,5,12:i:-",193,ASTSuTmKSp,04-15-11-00-490,FS13-2627.1,8/3/13,NA,deep bed,150,14wk,faecal,pooled,5,Previous study isolation mSTm,14,
689,8/27/13,VIC3,2,13-16890,nt,,nt,nt,nt,FS13-2627.2,8/3/13,NA,deep bed,150,14wk,faecal,pooled,5,Previous study isolation mSTm,14,
690,8/27/13,VIC3,2,13-16891,nt,,nt,nt,nt,FS13-2627.3,8/3/13,NA,deep bed,150,14wk,faecal,pooled,5,Previous study isolation mSTm,14,
691,8/27/13,VIC3,2,13-16892,nt,,nt,nt,nt,FS13-2627.4,8/3/13,NA,deep bed,150,14wk,faecal,pooled,5,Previous study isolation mSTm,14,
692,8/27/13,VIC3,2,13-16893,nt,,nt,nt,nt,FS13-2627.5,8/3/13,NA,deep bed,150,14wk,faecal,pooled,5,Previous study isolation mSTm,14,
693,8/27/13,VIC3,2,13-16894,S. Bm,,n/a,A*,n/a,FS13-2628.1,8/3/13,NA,deep bed,150,14wk,faecal,pooled,5,Previous study isolation mSTm,14,
694,8/27/13,VIC3,2,13-16895,H=r,,n/a,nt,n/a,FS13-2628.2,8/3/13,NA,deep bed,150,14wk,faecal,pooled,5,Previous study isolation mSTm,14,
695,8/27/13,VIC3,2,13-16896,H=r,,n/a,nt,n/a,FS13-2628.3,8/3/13,NA,deep bed,150,14wk,faecal,pooled,5,Previous study isolation mSTm,14,
696,8/27/13,VIC3,2,13-16897,H=r,,n/a,nt,n/a,FS13-2628.4,8/3/13,NA,deep bed,150,14wk,faecal,pooled,5,Previous study isolation mSTm,14,
697,8/27/13,VIC3,2,13-16898,H=r,,n/a,nt,n/a,FS13-2628.5,8/3/13,NA,deep bed,150,14wk,faecal,pooled,5,Previous study isolation mSTm,14,
698,8/27/13,VIC3,2,13-16899,mSTm,"4,5,12:i:-",193,ASTCSuTmSp,04-15-11-00-490,FS13-2629.1,8/3/13,NA,deep bed,15-May,Weaner sick bay,faecal,pooled,5,Previous study isolation mSTm,Weanersick bay,
699,8/27/13,VIC3,2,13-16900,nt,,nt,nt,nt,FS13-2629.2,8/3/13,NA,deep bed,15-May,Weaner sick bay,faecal,pooled,5,Previous study isolation mSTm,Weanersick bay,
700,8/27/13,VIC3,2,13-16901,nt,,nt,nt,nt,FS13-2629.3,8/3/13,NA,deep bed,15-May,Weaner sick bay,faecal,pooled,5,Previous study isolation mSTm,Weanersick bay,
701,8/27/13,VIC3,2,13-16902,nt,,nt,nt,nt,FS13-2629.4,8/3/13,NA,deep bed,15-May,Weaner sick bay,faecal,pooled,5,Previous study isolation mSTm,Weanersick bay,
702,8/27/13,VIC3,2,13-16903,nt,,nt,nt,nt,FS13-2629.5,8/3/13,NA,deep bed,15-May,Weaner sick bay,faecal,pooled,5,Previous study isolation mSTm,Weanersick bay,
703,8/27/13,VIC3,2,13-16904,mSTm,"4,5,12:i:-",193,ASTCSuTmSp,04-15-11-00-490,FS13-2630.1,8/3/13,NA,deep bed,15-May,Weaner sick bay,faecal,pooled,5,Previous study isolation mSTm,Weanersick bay,
704,8/27/13,VIC3,2,13-16905,nt,,nt,nt,nt,FS13-2630.2,8/3/13,NA,deep bed,15-May,Weaner sick bay,faecal,pooled,5,Previous study isolation mSTm,Weanersick bay,
705,8/27/13,VIC3,2,13-16906,nt,,nt,nt,nt,FS13-2630.3,8/3/13,NA,deep bed,15-May,Weaner sick bay,faecal,pooled,5,Previous study isolation mSTm,Weanersick bay,
706,8/27/13,VIC3,2,13-16907,nt,,nt,nt,nt,FS13-2630.4,8/3/13,NA,deep bed,15-May,Weaner sick bay,faecal,pooled,5,Previous study isolation mSTm,Weanersick bay,
707,8/27/13,VIC3,2,13-16908,nt,,nt,nt,nt,FS13-2630.5,8/3/13,NA,deep bed,15-May,Weaner sick bay,faecal,pooled,5,Previous study isolation mSTm,Weanersick bay,
708,8/27/13,VIC4,1,13-16789,mSTm,"4,12:i:-",193,ASTSu,04-14-09-00-490,FS13-2595.1,8/8/13,Finishers,conventional, 10-30,19-20wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",19-20,
709,8/27/13,VIC4,1,13-16790,nt,,nt,nt,nt,FS13-2595.2,8/8/13,Finishers,conventional, 10-30,19-20wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",19-20,
710,8/27/13,VIC4,1,13-16791,nt,,nt,nt,nt,FS13-2595.3,8/8/13,Finishers,conventional, 10-30,19-20wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",19-20,
711,8/27/13,VIC4,1,13-16792,nt,,nt,nt,nt,FS13-2595.4,8/8/13,Finishers,conventional, 10-30,19-20wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",19-20,
712,8/27/13,VIC4,1,13-16793,nt,,nt,nt,nt,FS13-2595.5,8/8/13,Finishers,conventional, 10-30,19-20wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",19-20,
713,8/27/13,VIC4,1,13-16794,nt,,nt,nt,nt,FS13-2595.6,8/8/13,Finishers,conventional, 10-30,19-20wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",19-20,
714,8/27/13,VIC4,1,13-16795,nt,,nt,nt,nt,FS13-2595.7,8/8/13,Finishers,conventional, 10-30,19-20wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",19-20,
715,8/27/13,VIC4,1,13-16796,nt,,nt,nt,nt,FS13-2595.8,8/8/13,Finishers,conventional, 10-30,19-20wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",19-20,
716,8/27/13,VIC4,1,13-16797,nt,,nt,nt,nt,FS13-2595.9,8/8/13,Finishers,conventional, 10-30,19-20wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",19-20,
717,8/27/13,VIC4,1,13-16798,nt,,nt,nt,nt,FS13-2595.10,8/8/13,Finishers,conventional, 10-30,19-20wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",19-20,
718,8/27/13,VIC4,1,13-16799,mSTm,"4,12:i:-",193,ASTSu,04-15-11-00-490,FS13-2597.1,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
719,8/27/13,VIC4,1,13-16800,nt,,nt,nt,nt,FS13-2597.2,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
720,8/27/13,VIC4,1,13-16801,nt,,nt,nt,nt,FS13-2597.3,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
721,8/27/13,VIC4,1,13-16802,nt,,nt,nt,nt,FS13-2597.4,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
722,8/27/13,VIC4,1,13-16803,nt,,nt,nt,nt,FS13-2597.5,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
723,8/27/13,VIC4,1,13-16804,nt,,nt,nt,nt,FS13-2597.6,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
724,8/27/13,VIC4,1,13-16805,nt,,nt,nt,nt,FS13-2597.7,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
725,8/27/13,VIC4,1,13-16806,nt,,nt,nt,nt,FS13-2597.8,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
726,8/27/13,VIC4,1,13-16807,nt,,nt,nt,nt,FS13-2597.9,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
727,8/27/13,VIC4,1,13-16808,nt,,nt,nt,nt,FS13-2597.10,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
728,8/27/13,VIC4,1,13-16809,mSTm,"4,12:i:-",193,ASTSu,04-15-11-00-490,FS13-2602.1,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
729,8/27/13,VIC4,1,13-16810,nt,,nt,nt,nt,FS13-2602.2,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
730,8/27/13,VIC4,1,13-16811,nt,,nt,nt,nt,FS13-2602.3,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
731,8/27/13,VIC4,1,13-16812,nt,,nt,nt,nt,FS13-2602.4,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
732,8/27/13,VIC4,1,13-16813,nt,,nt,nt,nt,FS13-2602.5,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
733,8/27/13,VIC4,1,13-16814,nt,,nt,nt,nt,FS13-2602.6,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
734,8/27/13,VIC4,1,13-16815,nt,,nt,nt,nt,FS13-2602.7,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
735,8/27/13,VIC4,1,13-16816,nt,,nt,nt,nt,FS13-2602.8,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
736,8/27/13,VIC4,1,13-16817,nt,,nt,nt,nt,FS13-2602.9,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
737,8/27/13,VIC4,1,13-16818,nt,,nt,nt,nt,FS13-2602.10,8/8/13,Porker shed,conventional, 10-40,12-15wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",15-Dec,
738,8/27/13,VIC5,1,13-16819,S. Derby,,n.a,AT,n/a,FS13-2609.1,8/13/13,Weaners,conventional,250-350,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
739,8/27/13,VIC5,1,13-16820,H=poly 3,,n.a,nt,n/a,FS13-2609.2,8/13/13,Weaners,conventional,250-350,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
740,8/27/13,VIC5,1,13-16821,H=poly 3,,n.a,nt,n/a,FS13-2609.3,8/13/13,Weaners,conventional,250-350,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
741,8/27/13,VIC5,1,13-16822,H=poly 3,,n.a,nt,n/a,FS13-2609.4,8/13/13,Weaners,conventional,250-350,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
742,8/27/13,VIC5,1,13-16823,H=poly 3,,n.a,nt,n/a,FS13-2609.5,8/13/13,Weaners,conventional,250-350,5wk,faecal,pooled,5,"Vet isolation, historic clinical indications matching case definition",5,
